Orthogroup,ESL0353,ESL0351,ESL0350,ESL0354,ESL0186,ESL0185,ESL0184,ESL0183,ESL0263,ESL0260,ESL0261,wkb8
OG0001881,2632702773,,,,,,,,2760262553,,,LACWKB8_0775
OG0001882,2632702775,,,,,,,,2760262555,,,LACWKB8_0774
OG0001883,2632702776,,,,,,,,2760262556,,,LACWKB8_0773
OG0001884,2632702777,,,,,,,,2760262558,,,LACWKB8_0772
OG0001885,2632702781,,2641558409,,,,,,2760261690,,,
OG0001886,2632702834,,,,,2686075981,,,2760262640,,,
OG0001887,2632702913,,,,,2686076080,,,2760262758,,,
OG0001888,2632702949,,,,,2686076112,,,2760262795,,,
OG0001889,2632702997,,,,,2686076153,,,2760262844,,,
OG0001890,2632703088,,2641559799,2646685341,,,,,,,,
OG0001891,2632703090,,2641559801,2646685343,,,,,,,,
OG0001892,2632703091,,2641559802,2646685344,,,,,,,,
OG0001893,2632703092,,2641559803,2646685345,,,,,,,,
OG0001894,2632703093,,2641559805,2646685347,,,,,,,,
OG0001895,2632703094,,2641559806,2646685348,,,,,,,,
OG0001896,2632703100,,2641559813,2646685355,,,,,,,,
OG0001897,2632703102,2637898204,,,,,2686076823,,,,,
OG0001898,2632703106,,2641559817,2646685359,,,,,,,,
OG0001899,2632703107,,2641559818,2646685360,,,,,,,,
OG0001900,2632703108,,2641559819,2646685361,,,,,,,,
OG0001901,2632703109,,2641559820,2646685362,,,,,,,,
OG0001902,2632703110,,2641559821,2646685363,,,,,,,,
OG0001903,2632703111,,2641559822,2646685364,,,,,,,,
OG0001904,2632703112,,2641559823,2646685365,,,,,,,,
OG0001905,2632703119,,2641559832,2646685375,,,,,,,,
OG0001906,2632703120,,2641559833,2646685376,,,,,,,,
OG0001907,2632703123,,2641559837,2646685380,,,,,,,,
OG0001908,2632703124,,2641559838,2646685381,,,,,,,,
OG0001909,2632703126,,2641559839,2646685382,,,,,,,,
OG0001910,2632703127,,2641559840,2646685383,,,,,,,,
OG0001911,2632703128,,2641559841,2646685384,,,,,,,,
OG0001912,2632703129,,2641559842,2646685385,,,,,,,,
OG0001913,2632703130,,2641559849,2646685392,,,,,,,,
OG0001914,2632703131,,2641559844,2646685387,,,,,,,,
OG0001915,2632703134,,2641559846,2646685389,,,,,,,,
OG0001916,2632703135,,2641559847,2646685390,,,,,,,,
OG0001917,2632703138,,2641559723,2646685274,,,,,,,,
OG0001918,2632703142,,2641559726,2646685278,,,,,,,,
OG0001919,2632703149,,2641559727,2646685279,,,,,,,,
OG0001920,2632703150,,2641559728,2646685280,,,,,,,,
OG0001921,2632703151,,2641559729,2646685281,,,,,,,,
OG0001922,2632703152,,2641559731,2646685283,,,,,,,,
OG0001923,2632703153,,2641559742,2646685284,,,,,,,,
OG0001924,2632703154,,2641559743,2646685285,,,,,,,,
OG0001925,2632703155,,2641559744,2646685286,,,,,,,,
OG0001926,2632703157,,2641559745,2646685287,,,,,,,,
OG0001927,2632703159,,2641559747,2646685289,,,,,,,,
OG0001928,2632703160,,2641559748,2646685290,,,,,,,,
OG0001929,2632703161,,2641559749,2646685291,,,,,,,,
OG0001930,2632703163,,2641559752,2646685294,,,,,,,,
OG0001931,2632703165,,2641559753,2646685295,,,,,,,,
OG0001932,2632703166,,2641559754,2646685296,,,,,,,,
OG0001933,2632703169,,2641559757,2646685299,,,,,,,,
OG0001934,2632703170,,2641559758,2646685300,,,,,,,,
OG0001935,2632703186,,2641559812,2646685354,,,,,,,,
OG0001936,2632703190,,2641559774,2646685316,,,,,,,,
OG0001937,"2632703196, 2632703200, 2632703202",,,,,,,,,,,
OG0001938,2632703198,,2641559788,2646685330,,,,,,,,
OG0001939,"2632703210, 2632703211, 2632703212",,,,,,,,,,,
OG0001940,"2632703214, 2632703215, 2632703216",,,,,,,,,,,
OG0001941,2632703217,,2641559789,2646685331,,,,,,,,
OG0001942,2632703219,,2641559796,2646685338,,,,,,,,
OG0001943,2632703220,,2641559797,2646685339,,,,,,,,
OG0001944,2632703221,,2641559798,2646685340,,,,,,,,
OG0001945,,2637897411,,,2686072774,,,,,,2760266647,
OG0001946,,2637897412,,,2686072775,,,,,,2760266648,
OG0001947,,2637897447,2641557889,,,,,,,,2760266677,
OG0001948,,2637897611,,,2686072966,,,,,,2760266825,
OG0001949,,2637897664,2641559212,,,,2686077727,,,,,
OG0001950,,2637897665,2641559213,,,,2686077728,,,,,
OG0001951,,2637897682,,,2686073020,,,,,,2760266918,
OG0001952,,2637897727,,,2686073071,,,,,,2760266962,
OG0001953,,2637897763,,,,,,,2760261500,,2760267016,
OG0001954,,2637897764,,,,,,,2760261501,,2760267017,
OG0001955,,2637897765,,,,,,,2760261502,,2760267018,
OG0001956,,2637897766,,,,,,,2760261503,,2760267019,
OG0001957,,2637897813,,,2686073144,,2686076677,,,,,
OG0001958,,2637897814,,,2686073145,,2686076678,,,,,
OG0001959,,2637897815,,,2686073146,,2686076679,,,,,
OG0001960,,2637897913,,,2686073250,,,,,,2760267151,
OG0001961,,2637897951,,,2686073291,,,,,,2760267189,
OG0001962,,2637897979,2641558408,,,,2686077847,,,,,
OG0001963,,2637898072,,,2686073414,,,,,,2760267310,
OG0001964,,2637898118,,,2686073461,,,,,,2760267365,
OG0001965,,2637898164,,,,,2686076781,,,,2760267416,
OG0001966,,2637898195,,,,,,,2760261956,,2760267446,
OG0001967,,2637898210,,,2686073543,,,,,,2760267458,
OG0001968,,2637898226,,,2686073512,,,,,,2760267474,
OG0001969,,2637898282,,,2686073571,,,,,,2760267524,
OG0001970,,2637898327,,,2686073326,,2686076449,,,,,
OG0001971,,2637898342,,,2686073630,,,,,,2760267583,
OG0001972,,2637898471,,,2686073764,,2686077355,,,,,
OG0001973,,2637898472,,,2686073765,,2686077356,,,,,
OG0001974,,2637898477,,,2686073770,,2686077361,,,,,
OG0001975,,2637898502,,,2686073796,,,,,,2760267732,
OG0001976,,2637898530,,2646684251,,,,,,,,LACWKB8_1445
OG0001977,,2637898541,,,2686073829,,,,,,2760267761,
OG0001978,,2637898544,,,2686073832,,,,,,2760267779,
OG0001979,,2637898545,,,2686073833,,,,,,2760267780,
OG0001980,,2637898559,,,,,,2686079275,,,2760267793,
OG0001981,,2637898560,,,,,,2686079276,,,2760267794,
OG0001982,,2637898754,,,2686074043,,,,,,2760268002,
OG0001983,,2637898755,,,2686074044,,,,,,2760268003,
OG0001984,,2637898795,,,2686074090,,,2686079536,,,,
OG0001985,,2637898796,,,2686074092,,,,2760261505,,,
OG0001986,,2637898800,,,2686074096,,,,,,2760268048,
OG0001987,,2637898801,,,2686074097,,,,,,2760268049,
OG0001988,,2637898803,,,2686074098,,,,,,2760268050,
OG0001989,,2637898845,,,2686074140,,,,,,2760268096,
OG0001990,,2637898933,,,2686074224,,,,,,2760268197,
OG0001991,,2637898934,,,2686074225,,,,,,2760268198,
OG0001992,,2637898968,,,,,,,2760262612,,2760268232,
OG0001993,,2637899121,,,,,,,"2760262751, 2760262800",,,
OG0001994,,2637899178,,,,,,,,2760266402,2760268453,
OG0001995,,2637899212,,,2686074482,,,,,,2760268492,
OG0001996,,2637899214,,,2686074484,,,,,,2760268497,
OG0001997,,2637899259,,,2686074529,,,,,,2760268546,
OG0001998,,2637899261,,,2686074531,,,,,,2760268548,
OG0001999,,2637899385,,,2686074656,,,,,,2760268651,
OG0002000,,2637899386,,,2686074657,,,,,,2760268652,
OG0002001,,2637899387,,,2686074658,,,,,,2760268653,
OG0002002,,2637899389,,,2686074660,,,,,,2760268655,
OG0002003,,2637899391,,,2686074662,,,,,,2760268657,
OG0002004,,2637899393,,,2686074664,,,,,,2760268659,
OG0002005,,2637899402,2641558213,2646685225,,,,,,,,
OG0002006,,,2641557824,2646684071,,,,,,2760264748,,
OG0002007,,,2641557849,,,,2686076282,,,2760264768,,
OG0002008,,,2641557850,,,,2686076283,,,2760264769,,
OG0002009,,,2641557879,,,,2686076309,,,2760264795,,
OG0002010,,,2641557923,,2686072838,,,,,,2760266709,
OG0002011,,,2641557956,2646683634,,,,,,2760264871,,
OG0002012,,,2641558130,,2686073726,,,,,2760265047,,
OG0002013,,,2641558195,,,,2686076643,,,2760265121,,
OG0002014,,,2641558196,,,,2686076644,,,2760265122,,
OG0002015,,,2641558201,,,,2686076647,,,2760265123,,
OG0002016,,,2641558202,,,,2686076648,,,2760265124,,
OG0002017,,,2641558203,,,,2686076649,,,2760265125,,
OG0002018,,,2641558216,,,,2686076659,,,2760265135,,
OG0002019,,,2641558217,,,,2686076660,,,2760265136,,
OG0002020,,,2641558218,,,,2686076661,,,2760265137,,
OG0002021,,,2641558219,,,,2686076662,,,2760265138,,
OG0002022,,,2641558221,,,,2686076664,,,2760265140,,
OG0002023,,,2641558264,,,,2686076696,,,2760265182,,
OG0002024,,,2641558423,,,,2686076931,,,2760265343,,
OG0002025,,,2641558545,,,,,,,"2760265468, 2760265469",,
OG0002026,,,2641558580,,,,2686077142,,,2760265517,,
OG0002027,,,2641558581,,,,2686077143,,,2760265518,,
OG0002028,,,2641558858,,,,2686077108,,,2760265495,,
OG0002029,,,2641558873,,,,2686077093,,,2760265493,,
OG0002030,,,2641558874,,,,2686077092,,,,2760267422,
OG0002031,,,2641558882,,2686073496,,,2686079465,,,,
OG0002032,,,2641558897,,,,2686077629,2686079476,,,,
OG0002033,,,2641558948,,,,2686077445,,,2760265818,,
OG0002034,,,2641558949,,,,2686077446,,,2760265819,,
OG0002035,,,2641559100,,,,2686077594,,,2760265968,,
OG0002036,,,2641559101,,,,2686077595,,,2760265969,,
OG0002037,,,2641559127,,,,,2686078814,,,,LACWKB8_1260
OG0002038,,,2641559311,,,,2686077826,,2760262594,,,
OG0002039,,,2641559317,,,,2686077832,,,2760266183,,
OG0002040,,,2641559320,,,,2686077834,,,2760266188,,
OG0002041,,,2641559321,,,,2686077835,,,2760266189,,
OG0002042,,,2641559348,,,,2686077873,,,2760266225,,
OG0002043,,,2641559402,,,,2686077926,,,2760266276,,
OG0002044,,,2641559403,,,,2686077927,,,2760266277,,
OG0002045,,,2641559430,,,,2686077955,,,2760266308,,
OG0002046,,,2641559432,,,,2686077957,,,2760266310,,
OG0002047,,,2641559482,,,,2686078010,,,2760266359,,
OG0002048,,,2641559517,2646685096,2686074455,,,,,,,
OG0002049,,,2641559537,2646685092,,,2686078071,,,,,
OG0002050,,,2641559552,,,,2686078083,,,2760266423,,
OG0002051,,,2641559561,,,,2686078085,,,2760266425,,
OG0002052,,,2641559563,,,,2686078087,,,2760266427,,
OG0002053,,,2641559624,,,,2686078150,,,2760266489,,
OG0002054,,,2641559709,,,,2686078242,,,2760266577,,
OG0002055,,,2641559777,2646685319,,,,,,,2760268460,
OG0002056,,,2641559781,2646685323,,,,,,,2760268461,
OG0002057,,,,2646683530,,,,2686078285,,,,LACWKB8_0028
OG0002058,,,,2646683532,,,,2686078287,,,,LACWKB8_0030
OG0002059,,,,2646683533,,,,2686078288,,,,LACWKB8_0031
OG0002060,,,,2646683534,,,,2686078289,,,,LACWKB8_0032
OG0002061,,,,2646683535,,,,2686078290,,,,LACWKB8_0033
OG0002062,,,,2646683536,,,,2686078291,,,,LACWKB8_0034
OG0002063,,,,2646683537,,,,2686078292,,,,LACWKB8_0035
OG0002064,,,,2646683552,,,,2686078307,,,,LACWKB8_0051
OG0002065,,,,2646683553,,,,2686078308,,,,LACWKB8_0052
OG0002066,,,,2646683554,,,,2686078309,,,,LACWKB8_0053
OG0002067,,,,2646683555,,,,2686078310,,,,LACWKB8_0054
OG0002068,,,,2646683556,,,,2686078311,,,,LACWKB8_0055
OG0002069,,,,2646683557,,,,2686078312,,,,LACWKB8_0057
OG0002070,,,,2646683560,,,,2686078315,,,,LACWKB8_0060
OG0002071,,,,2646683601,,,,2686078360,,,,LACWKB8_0104
OG0002072,,,,2646683673,,,,2686078435,,,,LACWKB8_0173
OG0002073,,,,2646683700,,,,2686078460,,,,LACWKB8_0199
OG0002074,,,,2646683703,,,,2686078463,,,,LACWKB8_0202
OG0002075,,,,2646683707,,,,2686078467,,,,LACWKB8_0206
OG0002076,,,,2646683713,,,,2686078472,,,,LACWKB8_0212
OG0002077,,,,2646683734,,,,2686078494,,,,LACWKB8_0235
OG0002078,,,,2646683757,,,,2686078517,,,,LACWKB8_0258
OG0002079,,,,2646683798,,,,2686078560,,,,LACWKB8_0314
OG0002080,,,,2646683799,,,,2686078561,,,,LACWKB8_0315
OG0002081,,,,2646683801,,,,2686078563,,,,LACWKB8_0317
OG0002082,,,,2646683802,,,,2686078564,,,,LACWKB8_0318
OG0002083,,,,2646683809,,,,2686078571,,,,LACWKB8_0326
OG0002084,,,,2646683811,,,,2686078573,,,,LACWKB8_0328
OG0002085,,,,2646683812,,,,2686078574,,,,LACWKB8_0329
OG0002086,,,,2646683813,,,,2686078575,,,,LACWKB8_0330
OG0002087,,,,2646683814,,,,2686078576,,,,LACWKB8_0331
OG0002088,,,,2646683818,,,,2686078580,,,,LACWKB8_0335
OG0002089,,,,2646683819,,,,2686078581,,,,LACWKB8_0336
OG0002090,,,,2646683831,,,,2686078594,,,,LACWKB8_0350
OG0002091,,,,"2646683874, 2646684951",,,,2686079732,,,,
OG0002092,,,,2646683884,,,,2686078662,,,,LACWKB8_0425
OG0002093,,,,2646683897,,,,2686078675,,,,LACWKB8_0438
OG0002094,,,,2646684018,,,,2686078798,,,,LACWKB8_0570
OG0002095,,,,2646684019,,,,2686078799,,,,LACWKB8_0571
OG0002096,,,,2646684026,,,,,,2760265326,,LACWKB8_0584
OG0002097,,,,2646684216,,,,2686078985,,,,LACWKB8_0765
OG0002098,,,,2646684217,,,,2686078986,,,,LACWKB8_0766
OG0002099,,,,2646684224,,,,2686078994,,,,LACWKB8_0784
OG0002100,,,,2646684369,,,,2686079138,,,,LACWKB8_0929
OG0002101,,,,2646684370,,,,2686079139,,,,LACWKB8_0930
OG0002102,,,,2646684718,,,,2686079511,,,,LACWKB8_1291
OG0002103,,,,2646684719,,,,2686079512,,,,LACWKB8_1292
OG0002104,,,,2646684720,,,,2686079513,,,,LACWKB8_1293
OG0002105,,,,2646684722,,,,2686079515,,,,LACWKB8_1295
OG0002106,,,,2646684836,,,,2686079628,,,,LACWKB8_1412
OG0002107,,,,2646684888,,,,2686079672,,,,LACWKB8_1458
OG0002108,,,,2646685055,,,,2686079820,,,,LACWKB8_1624
OG0002109,,,,2646685063,,,,2686079828,,,,LACWKB8_1632
OG0002110,,,,2646685080,,,,2686079845,,,,LACWKB8_1650
OG0002111,,,,2646685128,,,,2686079895,,,,LACWKB8_1709
OG0002112,,,,2646685133,,,,2686079900,,,,LACWKB8_1714
OG0002113,,,,2646685136,,,,2686079903,,,,LACWKB8_1717
OG0002114,,,,2646685137,,,,2686079904,,,,LACWKB8_1718
OG0002115,,,,2646685138,,,,2686079905,,,,LACWKB8_1719
OG0002116,,,,2646685139,,,,2686079906,,,,LACWKB8_1720
OG0002117,,,,2646685140,,,,2686079907,,,,LACWKB8_1721
OG0002118,,,,2646685148,,,,2686079915,,,,LACWKB8_1729
OG0002119,,,,2646685182,,,,2686079945,,,,LACWKB8_1756
OG0002120,,,,2646685265,,,,2686080029,,,,LACWKB8_1836
OG0002121,,,,,2686072769,"2686075109, 2686075110",,,,,,
OG0002122,,,,,2686072783,,2686076292,,,2760264778,,
OG0002123,,,,,2686073477,,,,,,2760267381,LACWKB8_0732
OG0002124,,,,,2686073480,,,,,,2760267384,LACWKB8_0735
OG0002125,,,,,2686074234,,,,,2760264999,2760266868,
OG0002126,,,,,2686074265,2686075961,,,2760261643,,,
OG0002127,,,,,2686074433,,,2686079810,,2760266371,,
OG0002128,,,,,,2686076187,,,2760262880,,2760268593,
OG0002129,,,,,,,2686076789,,2760261930,2760265487,,
OG0002130,,,,,,,2686076919,,,2760265332,2760267227,
OG0002131,,,,,,,2686077439,,,"2760264845, 2760265812",,
OG0002132,,,,,,,2686077441,,,"2760264844, 2760265814",,
OG0002133,,,,,,,2686077647,"2686078355, 2686079490",,,,
OG0002134,,,,,,,2686077985,,2760262743,2760266338,,
OG0002135,,,,,,,2686078049,,,2760266393,2760268444,
OG0002136,,,,,,,2686078246,2686078824,,2760266581,,
OG0002137,,,,,,,,,2760261239,2760265000,2760266869,
OG0002138,,,,,,,,,,2760266599,,"LACWKB8_0299, LACWKB8_0300"
OG0002139,,,,,,,,,,,"2760266847, 2760266848, 2760266849",
OG0002140,,,,,,,,,,,"2760267008, 2760267022",LACWKB8_0415
OG0002141,"2632701688, 2632701690",,,,,,,,,,,
OG0002142,2632701832,,,,,2686074925,,,,,,
OG0002143,2632701943,,,,,,,,2760261630,,,
OG0002144,2632701993,,,,,,,,2760261684,,,
OG0002145,2632702305,,,,,2686075445,,,,,,
OG0002146,2632702368,,,,,2686075508,,,,,,
OG0002147,2632702393,,,,,2686075533,,,,,,
OG0002148,2632702404,2637897400,,,,,,,,,,
OG0002149,2632702407,,,,,2686075550,,,,,,
OG0002150,2632702522,,,,,2686075663,,,,,,
OG0002151,2632702713,,,,,2686075862,,,,,,
OG0002152,"2632702718, 2632703179",,,,,,,,,,,
OG0002153,2632702772,,,,,,,,2760262552,,,
OG0002154,2632702774,,,,,,,,2760262554,,,
OG0002155,2632702883,,,,,2686076042,,,,,,
OG0002156,2632702935,,,,,,,,2760262782,,,
OG0002157,2632702936,,,,,,,,2760262783,,,
OG0002158,2632702961,,,,,,,,2760262809,,,
OG0002159,"2632703095, 2632703096",,,,,,,,,,,
OG0002160,"2632703098, 2632703099",,,,,,,,,,,
OG0002161,"2632703114, 2632703117",,,,,,,,,,,
OG0002162,2632703147,2637898207,,,,,,,,,,
OG0002163,"2632703174, 2632703175",,,,,,,,,,,
OG0002164,"2632703181, 2632703182",,,,,,,,,,,
OG0002165,"2632703193, 2632703194",,,,,,,,,,,
OG0002166,,2637897405,,,,,2686077845,,,,,
OG0002167,,2637897407,,,,,2686077843,,,,,
OG0002168,,2637897420,2641557859,,,,,,,,,
OG0002169,,2637897623,,,2686072978,,,,,,,
OG0002170,,2637897724,,,,2686074878,,,,,,
OG0002171,,2637897762,,,,,,,,,2760267015,
OG0002172,,2637897773,,,,,,,,,2760267011,
OG0002173,,2637897822,,,2686073153,,,,,,,
OG0002174,,2637897824,,,2686073155,,,,,,,
OG0002175,,2637898076,,,,,,,,,2760267314,
OG0002176,,2637898077,,,,,,,,,2760267315,
OG0002177,,2637898078,,,,,,,,,2760267316,
OG0002178,,2637898079,,,,,,,,,2760267317,
OG0002179,,2637898080,,,,,,,,,2760267318,
OG0002180,,2637898081,,,,,,,,,2760267319,
OG0002181,,2637898082,,,,,,,,,2760267320,
OG0002182,,2637898147,,,,,,,,,2760267398,
OG0002183,,2637898155,,,,,2686076776,,,,,
OG0002184,,2637898170,,,,,,2686079460,,,,
OG0002185,,2637898171,,,,,,2686079459,,,,
OG0002186,,2637898177,,,,,,,,,2760267428,
OG0002187,,2637898252,2641558595,,,,,,,,,
OG0002188,,2637898280,,,,,,2686079027,,,,
OG0002189,,2637898529,,2646684250,,,,,,,,
OG0002190,,2637898546,,,2686073834,,,,,,,
OG0002191,,2637898945,,,,,,2686079667,,,,
OG0002192,,2637899009,,,,,,,,,2760268273,
OG0002193,,2637899010,,,,,,,,,2760268274,
OG0002194,,2637899185,,,,,,,,,2760268466,
OG0002195,,2637899193,,,,,,,,,2760268477,
OG0002196,,2637899280,,,,,,,,,2760268567,
OG0002197,,2637899281,,,,,,,,,2760268568,
OG0002198,,2637899337,,,2686074613,,,,,,,
OG0002199,,2637899397,,,,,,,,,2760268662,
OG0002200,,,2641557816,,,,2686076263,,,,,
OG0002201,,,2641557817,,,,2686076264,,,,,
OG0002202,,,2641557818,,,,2686076265,,,,,
OG0002203,,,2641557819,,,,2686076266,,,,,
OG0002204,,,2641557820,,,,2686076267,,,,,
OG0002205,,,2641557821,,,,2686076268,,,,,
OG0002206,,,2641557822,,,,2686076269,,,,,
OG0002207,,,"2641557832, 2641559852",,,,,,,,,
OG0002208,,,2641557843,,,,,,,,2760267481,
OG0002209,,,2641557895,,,,2686076327,,,,,
OG0002210,,,2641557930,,,,,,,2760264839,,
OG0002211,,,2641557931,,,,,,,2760264840,,
OG0002212,,,2641558102,,,,,,2760261420,,,
OG0002213,,,2641558103,,,,,,2760261421,,,
OG0002214,,,2641558105,,,,,,2760261423,,,
OG0002215,,,2641558119,,,,,,2760261428,,,
OG0002216,,,2641558135,,,,,,,2760265052,,
OG0002217,,,2641558199,,,,2686076645,,,,,
OG0002218,,,2641558200,,,,2686076646,,,,,
OG0002219,,,2641558212,,2686073121,,,,,,,
OG0002220,,,2641558214,,2686073824,,,,,,,
OG0002221,,,2641558236,,,,,,,2760265154,,
OG0002222,,,2641558238,,,,,,,2760265156,,
OG0002223,,,2641558239,,,,,,,2760265157,,
OG0002224,,,2641558240,,,,,,,2760265158,,
OG0002225,,,2641558241,,,,,,,2760265159,,
OG0002226,,,2641558242,,,,,,,2760265160,,
OG0002227,,,2641558243,,,,,,,2760265161,,
OG0002228,,,2641558244,,,,,,,2760265162,,
OG0002229,,,2641558247,,,,,,,2760265165,,
OG0002230,,,2641558380,,,,2686076886,,,,,
OG0002231,,,2641558410,,,,,,,,2760267030,
OG0002232,,,2641558411,,,,,,,,2760267029,
OG0002233,,,2641558426,,,,,,,,,LACWKB8_0606
OG0002234,,,2641558783,,,,,,,2760265713,,
OG0002235,,,2641558841,,,,,,,2760265772,,
OG0002236,,,2641558853,,,,2686077113,,,,,
OG0002237,,,2641558854,,,,2686077112,,,,,
OG0002238,,,2641558856,,,,2686077110,,,,,
OG0002239,,,2641558857,,,,2686077109,,,,,
OG0002240,,,2641558859,,,,2686077107,,,,,
OG0002241,,,2641558860,,,,2686077106,,,,,
OG0002242,,,2641558861,,,,2686077105,,,,,
OG0002243,,,2641558862,,,,2686077104,,,,,
OG0002244,,,2641558863,,,,2686077103,,,,,
OG0002245,,,2641558864,,,,2686077102,,,,,
OG0002246,,,2641558865,,,,2686077101,,,,,
OG0002247,,,2641558866,,,,2686077100,,,,,
OG0002248,,,2641558867,,,,2686077099,,,,,
OG0002249,,,2641558868,,,,2686077098,,,,,
OG0002250,,,2641558869,,,,2686077097,,,,,
OG0002251,,,2641558870,,,,2686077096,,,,,
OG0002252,,,2641558871,,,,2686077095,,,,,
OG0002253,,,2641558872,,,,2686077094,,,,,
OG0002254,,,2641558876,,,,2686076793,,,,,
OG0002255,,,2641558881,,,,2686077630,,,,,
OG0002256,,,2641558883,,,,,2686079466,,,,
OG0002257,,,2641558939,,,,,,2760262219,,,
OG0002258,,,2641558940,,,,,,2760262220,,,
OG0002259,,,2641558941,,,,,,2760262221,,,
OG0002260,,,2641558942,,,,,,2760262222,,,
OG0002261,,,2641558943,,,,,,2760262223,,,
OG0002262,,,2641559128,,,,,,,,,LACWKB8_1261
OG0002263,,,2641559366,,,,,,,2760266241,,
OG0002264,,,2641559371,,,,,,,2760266246,,
OG0002265,,,2641559372,,,,,,,2760266247,,
OG0002266,,,2641559525,,,,2686078060,,,,,
OG0002267,,,2641559536,2646685091,,,,,,,,
OG0002268,,,2641559559,,,,,,,,2760268496,
OG0002269,,,2641559569,,,,,,,2760266433,,
OG0002270,,,2641559587,,2686073721,,,,,,,
OG0002271,,,2641559622,,,,,,,,2760268561,
OG0002272,,,2641559730,2646685282,,,,,,,,
OG0002273,,,2641559746,2646685288,,,,,,,,
OG0002274,,,2641559750,2646685292,,,,,,,,
OG0002275,,,2641559755,2646685297,,,,,,,,
OG0002276,,,2641559759,2646685301,,,,,,,,
OG0002277,,,2641559761,2646685303,,,,,,,,
OG0002278,,,2641559765,2646685307,,,,,,,,
OG0002279,,,2641559769,2646685311,,,,,,,,
OG0002280,,,2641559770,2646685312,,,,,,,,
OG0002281,,,2641559773,2646685315,,,,,,,,
OG0002282,,,2641559779,2646685321,,,,,,,,
OG0002283,,,2641559780,2646685322,,,,,,,,
OG0002284,,,2641559782,2646685324,,,,,,,,
OG0002285,,,2641559783,2646685325,,,,,,,,
OG0002286,,,2641559784,2646685326,,,,,,,,
OG0002287,,,2641559787,2646685329,,,,,,,,
OG0002288,,,2641559791,2646685333,,,,,,,,
OG0002289,,,2641559792,2646685334,,,,,,,,
OG0002290,,,2641559794,2646685336,,,,,,,,
OG0002291,,,2641559800,2646685342,,,,,,,,
OG0002292,,,2641559804,2646685346,,,,,,,,
OG0002293,,,2641559808,2646685350,,,,,,,,
OG0002294,,,2641559809,2646685351,,,,,,,,
OG0002295,,,2641559810,2646685352,,,,,,,,
OG0002296,,,2641559815,2646685357,,,,,,,,
OG0002297,,,2641559816,2646685358,,,,,,,,
OG0002298,,,2641559828,2646685370,,,,,,,,
OG0002299,,,2641559829,2646685371,,,,,,,,
OG0002300,,,2641559830,2646685372,,,,,,,,
OG0002301,,,2641559835,2646685378,,,,,,,,
OG0002302,,,2641559843,2646685386,,,,,,,,
OG0002303,,,2641559845,2646685388,,,,,,,,
OG0002304,,,2641559848,2646685391,,,,,,,,
OG0002305,,,2641559857,,,,,2686080035,,,,
OG0002306,,,,2646683518,,,,2686078276,,,,
OG0002307,,,,2646683520,,,,,2760262620,,,
OG0002308,,,,2646683521,,,,,2760262619,,,
OG0002309,,,,2646683688,,,,,2760262475,,,
OG0002310,,,,2646683876,,,,2686078654,,,,
OG0002311,,,,2646684033,,,,,,,2760267222,
OG0002312,,,,2646684036,,,,,,,2760267224,
OG0002313,,,,2646684134,2686074548,,,,,,,
OG0002314,,,,2646684254,,,,2686079022,,,,
OG0002315,,,,2646684505,,,,,,,,LACWKB8_1067
OG0002316,,,,2646684506,,,,,,,,LACWKB8_1068
OG0002317,,,,2646684723,,,,2686079516,,,,
OG0002318,,,,2646684778,,,,,,,,LACWKB8_1352
OG0002319,,,,2646684780,,,,2686079573,,,,
OG0002320,,,,2646684781,,,,2686079574,,,,
OG0002321,,,,2646684782,,,,2686079575,,,,
OG0002322,,,,2646685043,,,,,,,,LACWKB8_1612
OG0002323,,,,2646685051,,,,,,,,LACWKB8_1620
OG0002324,,,,2646685110,,,,2686079877,,,,
OG0002325,,,,2646685159,,,,2686079927,,,,
OG0002326,,,,2646685267,,,,2686080032,,,,
OG0002327,,,,2646685268,,,,2686080033,,,,
OG0002328,,,,,2686072840,,,,,,2760266711,
OG0002329,,,,,2686072841,,,,,,2760266712,
OG0002330,,,,,2686072842,,,,,,2760266713,
OG0002331,,,,,2686072843,,,,,,2760266714,
OG0002332,,,,,2686072844,,,,,,2760266715,
OG0002333,,,,,2686072845,,,,,,2760266716,
OG0002334,,,,,2686072846,,,,,,2760266717,
OG0002335,,,,,2686073264,,,,,,2760267165,
OG0002336,,,,,2686073323,,2686076917,,,,,
OG0002337,,,,,2686073424,,,,,,2760267326,
OG0002338,,,,,2686073426,,,,,,2760267328,
OG0002339,,,,,2686073427,,,,,,2760267329,
OG0002340,,,,,2686073429,,,,,,2760267331,
OG0002341,,,,,2686073539,,,,,2760265528,,
OG0002342,,,,,2686074031,,,,,,2760267990,
OG0002343,,,,,2686074252,,,,,,2760268217,
OG0002344,,,,,2686074253,,,,,,2760268218,
OG0002345,,,,,2686074254,,,,,,2760268219,
OG0002346,,,,,2686074256,,,,,,2760268221,
OG0002347,,,,,2686074258,,,,,,2760268223,
OG0002348,,,,,2686074259,,,,,,2760268224,
OG0002349,,,,,2686074260,,,,,,2760268225,
OG0002350,,,,,2686074262,,,,,,2760268227,
OG0002351,,,,,2686074466,,,,,2760266411,,
OG0002352,,,,,2686074467,,,,,2760266412,,
OG0002353,,,,,,2686074674,,,2760261207,,,
OG0002354,,,,,,2686074740,,,2760261291,,,
OG0002355,,,,,,2686074741,,,2760261292,,,
OG0002356,,,,,,2686074822,,,2760261376,,,
OG0002357,,,,,,2686075145,,,2760261719,,,
